,Utterance,Response
617200,dating apps never help me find my type. forever alone... unless i move to korea but i'm too poor to do this 😂,download irl! we're all about real-life connections made easy. no more swiping through strangers!
617228,there are two types of texters,when i start texting you a story 😂
617348,thank you so much.. i think my group is gonna like this guy 😭😭❤️,you're so welcome!! let me know what you and your friends think! i'm such a voracious reader &amp; a self help addict 😂😂😂
617488,there's no middle ground with guys on dating apps. it's either vonnegut or adult diaper fetish.,we're all about real-life connections made easy. no more vonnegut or adult diaper fetishes! 😂
618068,you think short hills' apple would be busy rn ?,every apple everywhere is busy at all times. 😂
618190,"barely, the man them does drop me 😂😂",lol picking the poorly
618228,"honestly, my captions of your selfies are the best lmao",they really are 😂😂
618260,every time i walk in dunkin donuts to get a french curler it's a bitch buying the last french curler.,lmaoo take the hint * those are it for you 😂😂😂
618356,why do you think they made ana? 😂,"i don't want to hear about ana, i have ana ptsd :d"
618378,lmao look at this pathetic shit _😂😂😂,"fucking roach, its pubes are longer than its pecker! what happened? did they do a transplant from his knuckles!"
618456,"dawg, you're a boss... but you knew dat",lmao nahh. people who call themselves bosses make waaaay more money than me. im just trying to pay my rent. 😂
618698,kid photobombed my pic of bae tho,i know who that is 😂😂😂😂
619146,tia got a cat and cam got a cat. i have two cats in my life now,you might as well get a cat too 😂😂😂
619150,you've got this bby ❤,literally just sat and talked with mom and pops for like a hour at pizza factory 😂
619350,i don't want him following me who want their professor looking at they tweets? creepy 😭😭,my professor can follow me all they want 😂
619410,which one haha,"""next person to hit on me i'm asking to lunch so i don't have to eat alone."" 😂"
619434,i live at school but i'm still late for every class 🙂🙂🙂🙂,story of my life 😂
619478,hahahahaha you're the first person that popped into my head 😂😂😂,ahahhahaha 😂😂😂 what are you girls doing tonight?! 🤔
619510,"is this re: the closing of an attraction at knotts, citing it was stigmatizing those w/ mental illness?",coworker who is really religious thought this was the best thing ever and told me to go buy one 😂😂😂
619832,"""guys dedicated their whole life to this and didnt get a chance"" 😂😂",lmfaoo like i dont wanna hear anything from no one who didnt get drafted
619836,i remember the first time i was told to double space a paper i literally put two spaces between each word. like space bar spaces.💀,lmao i just presser enter twice between .... also happy birthday 😂
619852,nothing bothers me more than people standing so close to me! like seriously back up 😤,i always mean mug people when they do that to me 😭😂
619892,"""guys dedicated their whole life to this and didnt get a chance"" 😂😂",my sixth year out of high school. i got a kid from my year still transferring jucos each year talking about tebow lmao
619994,"i also used to pay for in print, but now i don't, b/c there's no paywall. (of course, that is the whole problem, people doing this.)","be the better man, and send money. 😂😂😂😂"
620056,walking around campus... all these bitches dress the same 😂😂😂,which campus is it 😱
620072,ran out of shows to watch. gonna star grey's anatomy today. do i need a bucket for my tears or what? i'm an emotional ass gal,a bucket? you better go to the nearest tub 🛀 lmao 😂
620100,"so velour track suits are still a thing? i won't lie, i had one of those ugly suits. couldn't tell me shit back then. lmfao. but now? still?",i have a black everlast one with a golden boxing glove zipper... can't wait to get it out! 😂
620296,possibly? i need to be more punny in my reviews. maybe i'll get more requests 😂,"1) compare to other movies. 2) use short descriptions. 3) make claims like ""best x of y."" then you're golden!"
620340,but yet you've been playing both sides of two relationships? and you're mad she's not over you and leaving her alone 😂,"yeah and i still don't know for sure if the other dude known , either way it's kinda sad you're defending her actions"
620492,but in all seriousness i did have a little obsession with lisa lambe's hair!,"uh, don't talk to me about hair! 😂😂😂"
620534,ever wanna see get mad ; just come crazy at drake 😭😂,that bitch ass nigga??
620936,i'll admit i'm sorry when i feel i'm truly sorry,listening to this rn😂
621016,you in cali ?,i wish 🙄 idk why tf it say that😂
621106,she was all stoked to meet one of my homies hahaha,lmao that's dope haha. how about we totally @ each other at the same time on the same topic 😂
621210,nba preseason gets rosters before ufc 😂😂😂😂😂😂,mma is the dk version of a downton abbey bastard!
621226,"i also ran into that guy (yes, 1 guy) who studied surveys! 😂😂",did he work for family feud?
621292,sending potential death threats to her and her family scare her? you're a fucking coward.,im willing to bet too she's already talked to you telling you how much im trynna lie so she doesn't have to look bad😂
621430,heart colder than 10 below so we rocking eskimos,niggas used to love the eskimos 😂
621472,"by the looks of your social media in general, i don't think you were born capable enough to even acquire an iq","well that's very dumb of you to say clearly everyone has an iq, dogs have fucking iq's you dumbass😂😂😂"
621506,lol i'll be back on this topic whenever this chance arises,"hell yea, like "" now about last night"" 😂"
621578,red robin's french fries be on hit every time 😂,nah them tower rings &amp; pink lemonade 🔥🔥
621630,this is the new best thing ever in my life!,it's so good. i love discover weekly but sometimes i just need music i already know i like 😂
621632,is giving and tickets to panic at the dico tickets and chick-fil-a gift card xoxoxox,"i love being exposed but nope that's not what i'm doing , sike bitch 😂"
621674,steal some cones and practice in a parking lot lol i forgot y'all got the 3 point turn instead 😂😂😂😂😂,that shit is useless
621678,"cause that shows you the mental abuse i get back from her, it would literally be only a fraction that i show you","you probz wouldn't even believe it if i did show you, you're so ignorant i could show you the convo and still defend her😂"
621750,"lmao dont lie i hear you saying ""imma say no"" ""that person ruined it""",you didn't ruin anything babe😂 i've changed what i'm doing like 4 times 😂 so no one knows😂😂
621848,i saw someone eating one today and i could not stop laughing 😂,i don't even know why i said that.. lol
621920,"oh i'm sorry, was she already potus &amp; i missed that somehow? 😂","no, she was senator, and bush needed the senates vote to go to war. she gave it to them."
621960,"oh i'm sorry, was she already potus &amp; i missed that somehow? 😂",and that led to thousands of americans and half a million iraqi dead. glad you find that funny:
622304,"""helped cause"" 😂","yes, helped cause. it's cute how you find the truth funny."
622332,"""helped cause"" 😂",you never addressed her honduras coup either:
622356,"""helped cause"" 😂","you also never addressed her syrian bloodbath, because you don't care:"
622398,"""helped cause"" 😂",here's her speech again. she asks all the senator to join her in sending americans to die:
622508,this would be you😂,miss her mauling me???😂
622524,at this point because she has proven she doesn't deserve any better from me then fuck yeah lmao,you can call me unmanly for it i don't care your opinion is irrelevant cause you don't know the whole story😂😂😂
622608,yes it will be good. i guess could come too!,"yeah, i'd let him !! 😂"
